"department","code","name","amount","year"
"585","REPR","Maintenance and Repair",56.82,2019
"585","ADMN","Other Administrative and Operating",8924.81,2019
"585","PRNT","Printing",181.35,2019
"585","RENT","Rent & Lease",922.13,2019
"585","SPLY","Supplies",4182,2019
"585","TELE","Telecommunications",542.58,2019
"585",NA,"Total:",36025.17,2019
"585","FRNG","Fringe Benefits",29227.32,2020
"585","INSR","Insurance",497,2020
"585","ADMN","Other Administrative and Operating",20921.53,2020
"585","RENT","Rent & Lease",1089.79,2020
"585","TELE","Telecommunications",1332.14,2020
"585",NA,"Total:",53067.78,2020
"585","FRNG","Fringe Benefits",24525.13,2021
"585","INSR","Insurance",442,2021
"585","ADMN","Other Administrative and Operating",7990.91,2021
"585","RENT","Rent & Lease",765.47,2021
"585","TELE","Telecommunications",1446.99,2021
"585",NA,"Total:",35170.5,2021
"585","ASST","Capital Assets",1631.31,2022
"585","FRNG","Fringe Benefits",26603.11,2022
"585","INSR","Insurance",212,2022
"585","ADMN","Other Administrative and Operating",9872.36,2022
"585","RENT","Rent & Lease",1002.96,2022
"585","SPLY","Supplies",2242.89,2022
"585","TELE","Telecommunications",765.25,2022
"585",NA,"Total:",42329.88,2022
"585","FRNG","Fringe Benefits",18181.59,2023
"585","INSR","Insurance",629,2023
"585","ADMN","Other Administrative and Operating",5795.09,2023
"585","RENT","Rent & Lease",419.15,2023
"585","TELE","Telecommunications",651.39,2023
"585",NA,"Total:",25676.22,2023
"285","ASST","Capital Assets",18710762.06,2008
"285","PROJ","Capital Projects",344035852.83,2008
"285","UTIL","Fuel and Utilities",2472.52,2008
"285","INSR","Insurance",14132.93,2008
"285","REPR","Maintenance and Repair",2908477.03,2008
"285","ADMN","Other Administrative and Operating",3055616.46,2008
"285","PRNT","Printing",722.52,2008
"285","PROF","Professional and Contractual Services",2584330.46,2008
"285","RENT","Rent & Lease",1301389.23,2008
"285","SPLY","Supplies",16848394.66,2008
"285","TELE","Telecommunications",59205.15,2008
"285","TRAV","Travel and Training",1557934.06,2008
"285",NA,"Total:",391079289.91,2008
"285","ASST","Capital Assets",15567533.15,2009
"285","PROJ","Capital Projects",323752241.1,2009
"285","UTIL","Fuel and Utilities",17034.85,2009
"285","REPR","Maintenance and Repair",3232472.28,2009
"285","ADMN","Other Administrative and Operating",46246.64,2009
"285","PROF","Professional and Contractual Services",226646.95,2009
"285","RENT","Rent & Lease",16259.82,2009
"285","SPLY","Supplies",11143264.2,2009
"285","TELE","Telecommunications",38086.93,2009
"285",NA,"Total:",354039785.92,2009
"285","ASST","Capital Assets",58007322.12,2010
"285","PROJ","Capital Projects",401764328.64,2010
"285","UTIL","Fuel and Utilities",31639.04,2010
"285","REPR","Maintenance and Repair",3168906.59,2010
"285","ADMN","Other Administrative and Operating",105597.41,2010
"285","PROF","Professional and Contractual Services",217517.05,2010
"285","RENT","Rent & Lease",3094.18,2010
"285","SPLY","Supplies",6671582.61,2010
"285","TELE","Telecommunications",34295,2010
"285",NA,"Total:",470004282.64,2010
"285","ASST","Capital Assets",31218996.02,2011
"285","PROJ","Capital Projects",488389890.84,2011
"285","UTIL","Fuel and Utilities",49256.45,2011
"285","REPR","Maintenance and Repair",2621206.58,2011
"285","ADMN","Other Administrative and Operating",275562.97,2011
"285","PROF","Professional and Contractual Services",1951710.8,2011
"285","RENT","Rent & Lease",290,2011
"285","SPLY","Supplies",11701757.21,2011
"285","TELE","Telecommunications",9479.46,2011
"285","TRAV","Travel and Training",10724.25,2011
"285",NA,"Total:",536228874.58,2011
"285","ASST","Capital Assets",30380835.28,2012
"285","PROJ","Capital Projects",532095622.53,2012
"285","UTIL","Fuel and Utilities",209.23,2012
"285","REPR","Maintenance and Repair",2770950.63,2012
"285","ADMN","Other Administrative and Operating",263657.62,2012
"285","PROF","Professional and Contractual Services",7513303.91,2012
"285","RENT","Rent & Lease",1900,2012
"285","SPLY","Supplies",17351997.22,2012
"285","TELE","Telecommunications",15396.05,2012
"285","TRAV","Travel and Training",5730,2012
"285",NA,"Total:",590399602.47,2012
"285","ASST","Capital Assets",137689990.46,2013
"285","PROJ","Capital Projects",466577868.02,2013
"285","UTIL","Fuel and Utilities",121585786.11,2013
"285","INSR","Insurance",14500799.08,2013
"285","REPR","Maintenance and Repair",47409629.91,2013
"285","ADMN","Other Administrative and Operating",189044276,2013
"285","PRNT","Printing",3877960.67,2013
"285","PROF","Professional and Contractual Services",171404601.71,2013
"285","RENT","Rent & Lease",34748495.95,2013
"285","SPLY","Supplies",444317694.62,2013
"285","TELE","Telecommunications",7270470.58,2013
"285","TRAV","Travel and Training",62721522.24,2013
"285",NA,"Total:",1701149095.35,2013
"285","ASST","Capital Assets",130614737.83,2014
"285","PROJ","Capital Projects",336548243.51,2014
"285","UTIL","Fuel and Utilities",137085229.6,2014
"285","INSR","Insurance",16009706.87,2014
"285","REPR","Maintenance and Repair",47538895.26,2014
"285","ADMN","Other Administrative and Operating",196628283.86,2014
"285","PRNT","Printing",3658453.7,2014
"285","PROF","Professional and Contractual Services",176864745.82,2014
"285","RENT","Rent & Lease",37088725.88,2014
"285","SPLY","Supplies",470211185.52,2014
"285","TELE","Telecommunications",10077067.44,2014
"285","TRAV","Travel and Training",66957738.9,2014
"285",NA,"Total:",1629283014.19,2014
"285","ASST","Capital Assets",116653797.03,2015
"285","PROJ","Capital Projects",218367322.83,2015
"285","UTIL","Fuel and Utilities",114615420.91,2015
"285","INSR","Insurance",19109516.17,2015
"285","REPR","Maintenance and Repair",54871476.13,2015
"285","ADMN","Other Administrative and Operating",175953442.53,2015
"285","PRNT","Printing",3603547.51,2015
"285","PROF","Professional and Contractual Services",169992951.36,2015
"285","RENT","Rent & Lease",37860471.43,2015
"285","SPLY","Supplies",442137642.62,2015
"285","TELE","Telecommunications",8431148.73,2015
"285","TRAV","Travel and Training",67067512.01,2015
"285",NA,"Total:",1428664249.26,2015
"285","ASST","Capital Assets",103178704.29,2016
"285","PROJ","Capital Projects",93927403.27,2016
"285","FRNG","Fringe Benefits",127411.57,2016
"285","UTIL","Fuel and Utilities",110424137.3,2016
"285","INSR","Insurance",19596410.42,2016
"285","REPR","Maintenance and Repair",43042832.37,2016
"285","ADMN","Other Administrative and Operating",180805421.24,2016
"285","PRNT","Printing",3108721.19,2016
"285","PROF","Professional and Contractual Services",184428444.89,2016
"285","RENT","Rent & Lease",38591700.63,2016
"285","SPLY","Supplies",439767716.96,2016
"285","TELE","Telecommunications",7566017.45,2016
"285","TRAV","Travel and Training",67609038.14,2016
"285",NA,"Total:",1292173959.72,2016
"285","ASST","Capital Assets",115115743.25,2017
"285","PROJ","Capital Projects",2346479.1,2017
"285","FRNG","Fringe Benefits",546899.43,2017
"285","UTIL","Fuel and Utilities",117655303.88,2017
"285","INSR","Insurance",20069836.83,2017
"285","REPR","Maintenance and Repair",57680686.72,2017
"285","ADMN","Other Administrative and Operating",179483310.01,2017
"285","PRNT","Printing",3008359.79,2017
"285","PROF","Professional and Contractual Services",180893598.5,2017
"285","RENT","Rent & Lease",42878447.5,2017
"285","SPLY","Supplies",457218791.09,2017
"285","TELE","Telecommunications",7771792.41,2017
"285","TRAV","Travel and Training",71696534.52,2017
"285",NA,"Total:",1256365783.03,2017
"285","ASST","Capital Assets",120385600.86,2018
"285","PROJ","Capital Projects",1334065.33,2018
"285","FRNG","Fringe Benefits",838127.78,2018
"285","UTIL","Fuel and Utilities",116557465.44,2018
"285","INSR","Insurance",21881980.8,2018
"285","REPR","Maintenance and Repair",48903624.1,2018
"285","ADMN","Other Administrative and Operating",176935558.62,2018
"285","PRNT","Printing",2949045.87,2018
"285","PROF","Professional and Contractual Services",201455171.73,2018
"285","RENT","Rent & Lease",45695125.74,2018
"285","SPLY","Supplies",474792483,2018
"285","TELE","Telecommunications",6543915.55,2018
"285","TRAV","Travel and Training",83853478.36,2018
"285",NA,"Total:",1302125643.18,2018
"285","ASST","Capital Assets",133190645.96,2019
"285","PROJ","Capital Projects",1207224.82,2019
"285","FRNG","Fringe Benefits",1009183.85,2019
"285","UTIL","Fuel and Utilities",115370348.38,2019
"285","INSR","Insurance",23442724.78,2019
"285","REPR","Maintenance and Repair",55896476.07,2019
"285","ADMN","Other Administrative and Operating",196978169.82,2019
"285","PRNT","Printing",3225899.96,2019
"285","PROF","Professional and Contractual Services",244556553.17,2019
"285","RENT","Rent & Lease",44688789.25,2019
"285","SPLY","Supplies",519451675.15,2019
"285","TELE","Telecommunications",6510282.78,2019
"285","TRAV","Travel and Training",83572802.77,2019
"285",NA,"Total:",1429100776.76,2019
"285","ASST","Capital Assets",131409668.6,2020
"285","PROJ","Capital Projects",1160947.23,2020
"285","FRNG","Fringe Benefits",1129708.59,2020
"285","UTIL","Fuel and Utilities",95298206.19,2020
"285","INSR","Insurance",24306071.49,2020
"285","REPR","Maintenance and Repair",53197986.19,2020
"285","ADMN","Other Administrative and Operating",540258363.9,2020
"285","PRNT","Printing",2456272.34,2020
"285","PROF","Professional and Contractual Services",203155288.2,2020
"285","RENT","Rent & Lease",42280758.57,2020
"285","SPLY","Supplies",448495286.34,2020
"285","TELE","Telecommunications",5514420.9,2020
"285","TRAV","Travel and Training",68803853.79,2020
"285",NA,"Total:",1617466832.33,2020
"285","ASST","Capital Assets",142385207.34,2021
"285","PROJ","Capital Projects",985953.28,2021
"285","FRNG","Fringe Benefits",666878.38,2021
"285","UTIL","Fuel and Utilities",119971856.32,2021
"285","INSR","Insurance",25039541.86,2021
"285","REPR","Maintenance and Repair",51068958.77,2021
"285","ADMN","Other Administrative and Operating",658923917.28,2021
"285","PRNT","Printing",1983779.84,2021
"285","PROF","Professional and Contractual Services",201238225.92,2021
"285","RENT","Rent & Lease",38655480.12,2021
"285","SPLY","Supplies",463475675.51,2021
"285","TELE","Telecommunications",6480707.79,2021
"285","TRAV","Travel and Training",15608137.32,2021
"285",NA,"Total:",1726484319.73,2021
"285","ASST","Capital Assets",155139951.07,2022
"285","PROJ","Capital Projects",1223132.03,2022
"285","FRNG","Fringe Benefits",2228821.94,2022
"285","UTIL","Fuel and Utilities",116248394,2022
"285","INSR","Insurance",27404326.62,2022
"285","REPR","Maintenance and Repair",55092012.6,2022
"285","ADMN","Other Administrative and Operating",689460138.04,2022
"285","PRNT","Printing",2993744.07,2022
"285","PROF","Professional and Contractual Services",235963107.65,2022
"285","RENT","Rent & Lease",37281528.98,2022
"285","SPLY","Supplies",455524938.31,2022
"285","TELE","Telecommunications",7187417.46,2022
"285","TRAV","Travel and Training",40632109.91,2022
"285",NA,"Total:",1826379622.68,2022
"285","ASST","Capital Assets",128889526.52,2023
"285","PROJ","Capital Projects",471083.68,2023
"285","FRNG","Fringe Benefits",1709038.81,2023
"285","UTIL","Fuel and Utilities",102230965.34,2023
"285","INSR","Insurance",26580027.17,2023
"285","REPR","Maintenance and Repair",47438239.16,2023
"285","ADMN","Other Administrative and Operating",429101874.87,2023
"285","PRNT","Printing",1839989.37,2023
"285","PROF","Professional and Contractual Services",188084197.29,2023
"285","RENT","Rent & Lease",30379168.19,2023
"285","SPLY","Supplies",377502746.25,2023
"285","TELE","Telecommunications",4416863.03,2023
"285","TRAV","Travel and Training",50463775.73,2023
"285",NA,"Total:",1389107495.41,2023
"485","ASST","Capital Assets",683883.24,2008
"485","PROJ","Capital Projects",2863705.31,2008
"485","UTIL","Fuel and Utilities",3024245.43,2008
"485","INSR","Insurance",811019,2008
"485","REPR","Maintenance and Repair",1011081.05,2008
"485","ADMN","Other Administrative and Operating",2151604.95,2008
"485","PRNT","Printing",34925.04,2008
"485","PROF","Professional and Contractual Services",1999122.23,2008
"485","RENT","Rent & Lease",1441197.84,2008
"485","SPEC","Special Purpose",546221.62,2008
"485","SPLY","Supplies",7280161.56,2008
"485","TELE","Telecommunications",194622.06,2008
"485","TRAV","Travel and Training",328904.04,2008
"485",NA,"Total:",22370693.37,2008
"485","ASST","Capital Assets",1210628.64,2009
"485","PROJ","Capital Projects",4038733.85,2009
"485","UTIL","Fuel and Utilities",3090208.23,2009
"485","INSR","Insurance",863857.8,2009
"485","REPR","Maintenance and Repair",1088018.58,2009
"485","ADMN","Other Administrative and Operating",2158350.87,2009
"485","PRNT","Printing",36651.59,2009
"485","PROF","Professional and Contractual Services",2438760.06,2009
"485","RENT","Rent & Lease",1480085.55,2009
"485","SPLY","Supplies",8384242.32,2009
"485","TELE","Telecommunications",192381.59,2009
"485","TRAV","Travel and Training",319204.6,2009
"485",NA,"Total:",25301123.68,2009
"485","ASST","Capital Assets",551593.7,2010
"485","PROJ","Capital Projects",6694151.09,2010
"485","UTIL","Fuel and Utilities",2771937.21,2010
"485","INSR","Insurance",858817.75,2010
"485","REPR","Maintenance and Repair",1385165.89,2010
"485","ADMN","Other Administrative and Operating",1602705.14,2010
"485","PRNT","Printing",39998.94,2010
"485","PROF","Professional and Contractual Services",2854764.23,2010
"485","RENT","Rent & Lease",1506454.66,2010
"485","SPLY","Supplies",8537235.29,2010
"485","TELE","Telecommunications",192629.7,2010
"485","TRAV","Travel and Training",346631.55,2010
"485",NA,"Total:",27342085.15,2010
"485","ASST","Capital Assets",695742.55,2011
"485","PROJ","Capital Projects",6352444.18,2011
"485","UTIL","Fuel and Utilities",2823777.05,2011
"485","INSR","Insurance",1144874,2011
"485","REPR","Maintenance and Repair",1045586.1,2011
"485","ADMN","Other Administrative and Operating",1611131.05,2011
"485","PRNT","Printing",18995.16,2011
"485","PROF","Professional and Contractual Services",2800681.08,2011
"485","RENT","Rent & Lease",1395163.68,2011
"485","SPLY","Supplies",8608665.88,2011
"485","TELE","Telecommunications",190513.97,2011
"485","TRAV","Travel and Training",351643.01,2011
"485",NA,"Total:",27039217.71,2011
"485","ASST","Capital Assets",784168.49,2012
"485","PROJ","Capital Projects",20624065.17,2012
"485","UTIL","Fuel and Utilities",2692933.11,2012
"485","INSR","Insurance",1210048,2012
"485","REPR","Maintenance and Repair",1148244.67,2012
"485","ADMN","Other Administrative and Operating",1725920.34,2012
"485","PRNT","Printing",17425.46,2012
"485","PROF","Professional and Contractual Services",3811503.57,2012
"485","RENT","Rent & Lease",1554772.73,2012
"485","SPEC","Special Purpose",7690.42,2012
"485","SPLY","Supplies",8818270.72,2012
"485","TELE","Telecommunications",216583.68,2012
"485","TRAV","Travel and Training",158938.44,2012
"485",NA,"Total:",42770564.8,2012
"485","ASST","Capital Assets",669393.1,2013
"485","PROJ","Capital Projects",10907920.48,2013
"485","UTIL","Fuel and Utilities",2631704.69,2013
"485","INSR","Insurance",1335810,2013
"485","REPR","Maintenance and Repair",1264702.02,2013
"485","ADMN","Other Administrative and Operating",1670123.15,2013
"485","PRNT","Printing",19375.9,2013
"485","PROF","Professional and Contractual Services",7579989.25,2013
"485","RENT","Rent & Lease",1362569.71,2013
"485","SPLY","Supplies",8633834.22,2013
"485","TELE","Telecommunications",204798.33,2013
"485","TRAV","Travel and Training",182582,2013
"485",NA,"Total:",36462802.85,2013
"485","ASST","Capital Assets",571108.85,2014
"485","PROJ","Capital Projects",9229074.37,2014
"485","UTIL","Fuel and Utilities",3019229.15,2014
"485","INSR","Insurance",1470101,2014
"485","REPR","Maintenance and Repair",1265628.8,2014
"485","ADMN","Other Administrative and Operating",1646927.11,2014
"485","PRNT","Printing",16743.09,2014
"485","PROF","Professional and Contractual Services",10334069.38,2014
"485","RENT","Rent & Lease",1434141.13,2014
"485","SPLY","Supplies",9051622.31,2014
"485","TELE","Telecommunications",251337.97,2014
"485","TRAV","Travel and Training",230693.84,2014
"485",NA,"Total:",38520677,2014
"485","ASST","Capital Assets",520843.72,2015
"485","PROJ","Capital Projects",9632888.74,2015
"485","UTIL","Fuel and Utilities",2614680.63,2015
"485","INSR","Insurance",2026452,2015
"485","REPR","Maintenance and Repair",1238632.75,2015
"485","ADMN","Other Administrative and Operating",1621520.94,2015
"485","PRNT","Printing",28103.93,2015
"485","PROF","Professional and Contractual Services",10842872.09,2015
"485","RENT","Rent & Lease",1445405.56,2015
"485","SPLY","Supplies",8793432.67,2015
"485","TELE","Telecommunications",243343.64,2015
"485","TRAV","Travel and Training",200589.67,2015
"485",NA,"Total:",39208766.34,2015
"485","ASST","Capital Assets",359984.7,2016
"485","PROJ","Capital Projects",922002,2016
"485","FRNG","Fringe Benefits",18519939.82,2016
"485","UTIL","Fuel and Utilities",1986572.98,2016
"485","INSR","Insurance",2040338,2016
"485","REPR","Maintenance and Repair",1093128.17,2016
"485","ADMN","Other Administrative and Operating",8170054.98,2016
"485","PRNT","Printing",12392.06,2016
"485","PROF","Professional and Contractual Services",10109380.63,2016
"485","RENT","Rent & Lease",1625308.13,2016
"485","SPLY","Supplies",8748059.55,2016
"485","TELE","Telecommunications",283877.72,2016
"485","TRAV","Travel and Training",123957.73,2016
"485",NA,"Total:",53994996.47,2016
"485","ASST","Capital Assets",591128.49,2017
"485","PROJ","Capital Projects",140229.22,2017
"485","FRNG","Fringe Benefits",26293926.37,2017
"485","UTIL","Fuel and Utilities",2541804.83,2017
"485","INSR","Insurance",5845,2017
"485","REPR","Maintenance and Repair",1700103.52,2017
"485","ADMN","Other Administrative and Operating",2989987.51,2017
"485","PRNT","Printing",17975.62,2017
"485","PROF","Professional and Contractual Services",12100018.98,2017
"485","RENT","Rent & Lease",1567461.89,2017
"485","SPLY","Supplies",8576352.17,2017
"485","TELE","Telecommunications",302763.83,2017
"485","TRAV","Travel and Training",157064.2,2017
"485",NA,"Total:",56984661.63,2017
"485","ASST","Capital Assets",883136.26,2018
"485","PROJ","Capital Projects",84161.84,2018
"485","FRNG","Fringe Benefits",25331218.55,2018
"485","UTIL","Fuel and Utilities",2264145.08,2018
"485","INSR","Insurance",4238822,2018
"485","REPR","Maintenance and Repair",1464598.08,2018
"485","ADMN","Other Administrative and Operating",2578695.47,2018
"485","PRNT","Printing",14507.37,2018
"485","PROF","Professional and Contractual Services",13922169.56,2018
"485","RENT","Rent & Lease",1863716.87,2018
"485","SPLY","Supplies",9238475.86,2018
"485","TELE","Telecommunications",265850.6,2018
"485","TRAV","Travel and Training",138572.71,2018
"485",NA,"Total:",62288070.25,2018
"485","ASST","Capital Assets",285071.82,2019
"485","PROJ","Capital Projects",185804.51,2019
"485","FRNG","Fringe Benefits",23881742.93,2019
"485","UTIL","Fuel and Utilities",2275115.61,2019
"485","INSR","Insurance",1900294.32,2019
"485","REPR","Maintenance and Repair",1757746.03,2019
"485","ADMN","Other Administrative and Operating",5137115.95,2019
"485","PRNT","Printing",11209.93,2019
"485","PROF","Professional and Contractual Services",13912356.4,2019
"485","RENT","Rent & Lease",2621150.86,2019
"485","SPEC","Special Purpose",0,2019
"485","SPLY","Supplies",8765596.27,2019
"485","TELE","Telecommunications",210888.99,2019
"485","TRAV","Travel and Training",142454.32,2019
"485",NA,"Total:",61086547.94,2019
"485","ASST","Capital Assets",269027.41,2020
"485","PROJ","Capital Projects",244293.06,2020
"485","FRNG","Fringe Benefits",22501607.53,2020
"485","UTIL","Fuel and Utilities",2336914.94,2020
"485","INSR","Insurance",1600356.39,2020
"485","REPR","Maintenance and Repair",1585549.9,2020
"485","ADMN","Other Administrative and Operating",4103200.22,2020
"485","PRNT","Printing",8968.38,2020
"485","PROF","Professional and Contractual Services",15385744.31,2020
"485","RENT","Rent & Lease",2665976.27,2020
"485","SPLY","Supplies",8237671.58,2020
"485","TELE","Telecommunications",216552.65,2020
"485","TRAV","Travel and Training",92316.8,2020
"485",NA,"Total:",59248179.44,2020
"485","ASST","Capital Assets",254082.7,2021
"485","PROJ","Capital Projects",77799.58,2021
"485","FRNG","Fringe Benefits",17612367.74,2021
"485","UTIL","Fuel and Utilities",1929561.74,2021
"485","INSR","Insurance",1558527.3,2021
"485","REPR","Maintenance and Repair",1356052.95,2021
"485","ADMN","Other Administrative and Operating",4131318.3,2021
"485","PRNT","Printing",3049.32,2021
"485","PROF","Professional and Contractual Services",14023044.74,2021
"485","RENT","Rent & Lease",2324339.02,2021
"485","SPEC","Special Purpose",325,2021
"485","SPLY","Supplies",7556099.06,2021
"485","TELE","Telecommunications",251031.06,2021
"485","TRAV","Travel and Training",14696.08,2021
"485",NA,"Total:",51092294.59,2021
"485","ASST","Capital Assets",2344042.15,2022
"485","PROJ","Capital Projects",19413.36,2022
"485","FRNG","Fringe Benefits",15857575.34,2022
"485","UTIL","Fuel and Utilities",2325689.1,2022
"485","INSR","Insurance",1472044.57,2022
"485","REPR","Maintenance and Repair",1622612.73,2022
"485","ADMN","Other Administrative and Operating",4681059.78,2022
"485","PRNT","Printing",1806.22,2022
"485","PROF","Professional and Contractual Services",14959624.11,2022
"485","RENT","Rent & Lease",2457613.35,2022
"485","SPLY","Supplies",7485940.57,2022
"485","TELE","Telecommunications",220570.84,2022
"485","TRAV","Travel and Training",56317.36,2022
"485",NA,"Total:",53504309.48,2022
"485","ASST","Capital Assets",567130.94,2023
"485","PROJ","Capital Projects",14521.27,2023
"485","FRNG","Fringe Benefits",10557879.58,2023
"485","UTIL","Fuel and Utilities",1777517.35,2023
"485","INSR","Insurance",1862416.04,2023
"485","REPR","Maintenance and Repair",1053852.16,2023
"485","ADMN","Other Administrative and Operating",4036068.99,2023
"485","PRNT","Printing",1452,2023
"485","PROF","Professional and Contractual Services",12382485,2023
"485","RENT","Rent & Lease",1750252.99,2023
"485","SPLY","Supplies",5349024.2,2023
"485","TELE","Telecommunications",217452.45,2023
"485","TRAV","Travel and Training",53644.96,2023
"485",NA,"Total:",39623697.93,2023
"292","INSR","Insurance",5350,2008
"292","REPR","Maintenance and Repair",7405.02,2008
"292","ADMN","Other Administrative and Operating",205644.81,2008
"292","PRNT","Printing",23282.44,2008
"292","PROF","Professional and Contractual Services",185687.76,2008
"292","RENT","Rent & Lease",460898.4,2008
"292","SPLY","Supplies",157638.84,2008
"292","TELE","Telecommunications",87327.64,2008
"292","TRAV","Travel and Training",183050.56,2008
"292",NA,"Total:",1316285.47,2008
"292","UTIL","Fuel and Utilities",2105,2009
"292","INSR","Insurance",4830,2009
"292","REPR","Maintenance and Repair",10966.11,2009
"292","ADMN","Other Administrative and Operating",244943.45,2009
"292","PRNT","Printing",21962.43,2009
"292","PROF","Professional and Contractual Services",208166.45,2009
"292","RENT","Rent & Lease",484200.18,2009
"292","SPLY","Supplies",174146.47,2009
"292","TELE","Telecommunications",89463.29,2009
"292","TRAV","Travel and Training",182390.43,2009
"292",NA,"Total:",1423173.81,2009
"292","INSR","Insurance",4439,2010
"292","REPR","Maintenance and Repair",3005.52,2010
"292","ADMN","Other Administrative and Operating",192332.32,2010
"292","PRNT","Printing",6646.38,2010
"292","PROF","Professional and Contractual Services",183960.18,2010
"292","RENT","Rent & Lease",489205.7,2010
"292","SPLY","Supplies",276002.21,2010
"292","TELE","Telecommunications",90256.05,2010
"292","TRAV","Travel and Training",181814.73,2010
"292",NA,"Total:",1427662.09,2010
"292","ASST","Capital Assets",49073.96,2011
"292","INSR","Insurance",4764,2011
"292","REPR","Maintenance and Repair",4682.65,2011
"292","ADMN","Other Administrative and Operating",152118.7,2011
"292","PRNT","Printing",7411.87,2011
"292","PROF","Professional and Contractual Services",410634.82,2011
"292","RENT","Rent & Lease",538571.12,2011
"292","SPLY","Supplies",116514.65,2011
"292","TELE","Telecommunications",102987.86,2011
"292","TRAV","Travel and Training",169886.4,2011
"292",NA,"Total:",1556646.03,2011
"292","ASST","Capital Assets",121730.14,2012
"292","UTIL","Fuel and Utilities",200,2012
"292","INSR","Insurance",4190,2012
"292","REPR","Maintenance and Repair",3713.97,2012
"292","ADMN","Other Administrative and Operating",221257.81,2012
"292","PRNT","Printing",8254.47,2012
"292","PROF","Professional and Contractual Services",833850.32,2012
"292","RENT","Rent & Lease",466868.37,2012
"292","SPLY","Supplies",227321.97,2012
"292","TELE","Telecommunications",65639.97,2012
"292","TRAV","Travel and Training",175314.79,2012
"292",NA,"Total:",2128341.81,2012
"292","ASST","Capital Assets",16966.79,2013
"292","INSR","Insurance",3845.76,2013
"292","REPR","Maintenance and Repair",3433.31,2013
"292","ADMN","Other Administrative and Operating",271603.06,2013
"292","PRNT","Printing",2784.63,2013
"292","PROF","Professional and Contractual Services",950306,2013
"292","RENT","Rent & Lease",513023.28,2013
"292","SPLY","Supplies",121432.79,2013
"292","TELE","Telecommunications",51220.87,2013
"292","TRAV","Travel and Training",191480.47,2013
"292",NA,"Total:",2126096.96,2013
"292","INSR","Insurance",3338,2014
"292","REPR","Maintenance and Repair",828.91,2014
"292","ADMN","Other Administrative and Operating",197888.84,2014
"292","PRNT","Printing",7928.71,2014
"292","PROF","Professional and Contractual Services",610037.39,2014
"292","RENT","Rent & Lease",516154.49,2014
"292","SPLY","Supplies",79555.67,2014
"292","TELE","Telecommunications",94062.51,2014
"292","TRAV","Travel and Training",170260.98,2014
"292",NA,"Total:",1680055.5,2014
"292","ASST","Capital Assets",11508.62,2015
"292","UTIL","Fuel and Utilities",1800,2015
"292","INSR","Insurance",5139,2015
"292","REPR","Maintenance and Repair",1514.6,2015
"292","ADMN","Other Administrative and Operating",238513.53,2015
"292","PRNT","Printing",4377.19,2015
"292","PROF","Professional and Contractual Services",469754.84,2015
"292","RENT","Rent & Lease",571680.01,2015
"292","SPLY","Supplies",548565.63,2015
"292","TELE","Telecommunications",47370.34,2015
"292","TRAV","Travel and Training",184467.26,2015
"292",NA,"Total:",2084691.02,2015
"292","ASST","Capital Assets",2629.57,2016
"292","FRNG","Fringe Benefits",979954.89,2016
"292","UTIL","Fuel and Utilities",997,2016
"292","REPR","Maintenance and Repair",2693.82,2016
"292","ADMN","Other Administrative and Operating",543975.24,2016
"292","PRNT","Printing",4083.37,2016
"292","PROF","Professional and Contractual Services",314400.57,2016
"292","RENT","Rent & Lease",164457.25,2016
"292","SPLY","Supplies",145086.24,2016
"292","TELE","Telecommunications",53997.51,2016
"292","TRAV","Travel and Training",244733.36,2016
"292",NA,"Total:",2457008.82,2016
"292","ASST","Capital Assets",38946.13,2017
"292","FRNG","Fringe Benefits",1316124.07,2017
"292","UTIL","Fuel and Utilities",75.97,2017
"292","ADMN","Other Administrative and Operating",1786152.16,2017
"292","PRNT","Printing",4729.18,2017
"292","PROF","Professional and Contractual Services",308625.89,2017
"292","RENT","Rent & Lease",49724.39,2017
"292","SPLY","Supplies",160369.33,2017
"292","TELE","Telecommunications",61552.68,2017
"292","TRAV","Travel and Training",266381.6,2017
"292",NA,"Total:",3992681.4,2017
"292","ASST","Capital Assets",1284.46,2018
"292","FRNG","Fringe Benefits",1259581.08,2018
"292","UTIL","Fuel and Utilities",94.88,2018
"292","REPR","Maintenance and Repair",782,2018
"292","ADMN","Other Administrative and Operating",9578462.29,2018
"292","PRNT","Printing",4380.16,2018
"292","PROF","Professional and Contractual Services",277095.81,2018
"292","RENT","Rent & Lease",39299.58,2018
"292","SPLY","Supplies",113747.49,2018
"292","TELE","Telecommunications",50956.55,2018
"292","TRAV","Travel and Training",287324.13,2018
"292",NA,"Total:",11613008.43,2018
"292","ASST","Capital Assets",927.2,2019
"292","FRNG","Fringe Benefits",1242513.06,2019
"292","UTIL","Fuel and Utilities",24.31,2019
"292","ADMN","Other Administrative and Operating",8114904.41,2019
"292","PRNT","Printing",10030.4,2019
"292","PROF","Professional and Contractual Services",358892.12,2019
"292","RENT","Rent & Lease",25824.15,2019
"292","SPLY","Supplies",40246.14,2019
"292","TELE","Telecommunications",41705.31,2019
"292","TRAV","Travel and Training",291744.67,2019
"292",NA,"Total:",10126811.77,2019
"292","FRNG","Fringe Benefits",1342245.65,2020
"292","UTIL","Fuel and Utilities",64.63,2020
"292","ADMN","Other Administrative and Operating",11509271.11,2020
"292","PRNT","Printing",1458.91,2020
"292","PROF","Professional and Contractual Services",499088.25,2020
"292","RENT","Rent & Lease",39200.86,2020
"292","SPLY","Supplies",43459.93,2020
